"NVNumero","nvEstado","fecha_nv","fecha_entrega","ConcAuto","CodProd","nvCant","cant_fact","dif_fact","nvPrecio","DetProd","NomAux","codProc","PROCESO","DescProc","tiempo","CantProd"
14069,A,2025-10-16 00:00:00.000,2025-10-28 00:00:00.000,N,SEP034011820003C20,25.0,,25.0,907.0,PROTEC PANTALLA 340*1182 C20 SEP 3 PLIZ.,BELLTECH AUTOSERVICIOS S.A. ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30.0,1100.0
14069,A,2025-10-16 00:00:00.000,2025-10-28 00:00:00.000,N,SEP034011820003C20,25.0,,25.0,907.0,PROTEC PANTALLA 340*1182 C20 SEP 3 PLIZ.,BELLTECH AUTOSERVICIOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45.0,750.0
14069,A,2025-10-16 00:00:00.000,2025-10-28 00:00:00.000,N,SEP034011820003C20,25.0,,25.0,907.0,PROTEC PANTALLA 340*1182 C20 SEP 3 PLIZ.,BELLTECH AUTOSERVICIOS S.A. ,P083,OTRO,PROCESO EMBALADO PRODUCTO TERMINADO,10.0,3300.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP050001200014D92,4000.0,,4000.0,454.0,SEPARADOR 500*120 D92 E2,PLASKOLITE SUD S.A. ,P016,EMPLACADO,PROCESO DE EMPLACADO E2,87.0,380.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP050001200014D92,4000.0,,4000.0,454.0,SEPARADOR 500*120 D92 E2,PLASKOLITE SUD S.A. ,P018,TROZADO,PROCESO DE TROZADO,45.0,750.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP050001200014D92,4000.0,,4000.0,454.0,SEPARADOR 500*120 D92 E2,PLASKOLITE SUD S.A. ,P040,OTRO,PROCESO DE EMBALADO CUBIERTA,15.0,2160.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP050001200014D92,4000.0,,4000.0,454.0,SEPARADOR 500*120 D92 E2,PLASKOLITE SUD S.A. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20.0,1600.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP090001200014D92,3000.0,,3000.0,520.0,SEPARADOR 900*120 D92 E2.,PLASKOLITE SUD S.A. ,P016,EMPLACADO,PROCESO DE EMPLACADO E2,87.0,380.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP090001200014D92,3000.0,,3000.0,520.0,SEPARADOR 900*120 D92 E2.,PLASKOLITE SUD S.A. ,P018,TROZADO,PROCESO DE TROZADO,45.0,750.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP090001200014D92,3000.0,,3000.0,520.0,SEPARADOR 900*120 D92 E2.,PLASKOLITE SUD S.A. ,P040,OTRO,PROCESO DE EMBALADO CUBIERTA,15.0,2160.0
14071,A,2025-10-17 00:00:00.000,2025-10-28 00:00:00.000,N,EMP090001200014D92,3000.0,,3000.0,520.0,SEPARADOR 900*120 D92 E2.,PLASKOLITE SUD S.A. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20.0,1600.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,TRO047004700201C32,120.0,,120.0,3647.0,TAPA 470*470*200 C32 TRO OCTO,TEAM FOODS CHILE SPA ,,OTRO,,,
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,TRO141513150120C30,60.0,,60.0,3574.0,FONDO 445*445*120 C30 TRO OCTO1000,TEAM FOODS CHILE SPA ,P018,TROZADO,PROCESO DE TROZADO,45.0,750.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,TRO141513150120C30,60.0,,60.0,3574.0,FONDO 445*445*120 C30 TRO OCTO1000,TEAM FOODS CHILE SPA ,P020,OTRO,PROCESO EMBALADO BIN,30.0,1080.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,TRO141513150120C30,60.0,,60.0,3574.0,FONDO 445*445*120 C30 TRO OCTO1000,TEAM FOODS CHILE SPA ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39.0,830.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,TER023002300050TUB,60.0,,60.0,1310.0,FUNDA 230*230*50 POLIETILENO,TEAM FOODS CHILE SPA ,,OTRO,,,
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P018,TROZADO,PROCESO DE TROZADO,45.0,750.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P020,OTRO,PROCESO EMBALADO BIN,30.0,1080.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P024,OTRO,PROCESO DE PRENSADO,60.0,1520.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P025,OTRO,PROCESO DE DOBLADO,90.0,360.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73.0,450.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P027,PEGADO,PROCESO DE PEGADO BIN,45.0,720.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P038,IMPRESION,PROCESO IMPRESION 4,240.0,150.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,EMP093009301025D99,60.0,,60.0,38660.0,BIN 465*465*465*1025 D99 O3 OCTO1000.,TEAM FOODS CHILE SPA ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40.0,850.0
14072,A,2025-10-17 00:00:00.000,2025-10-30 00:00:00.000,N,TER215021500006BOL,60.0,,60.0,16405.0,BOLSA CON 2 VALVULAS DE 2 PULG.,TEAM FOODS CHILE SPA ,,OTRO,,,
