NOTA_VENTA,PRODUCTO,DESCRIPCION,PROCESO,ESTADO
14109,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14109,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14109,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14109,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",EMPLACADO,LISTA
14109,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",PEGADO,LISTA
14109,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",IMPRESION,LISTA
14109,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14109,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",TROZADO,LISTA
14109,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",OTRO,LISTA
14109,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",TROQUELADO,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",TROZADO,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",EMPLACADO,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",PEGADO,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",IMPRESION,LISTA
14110,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14110,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",TROZADO,LISTA
14110,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",OTRO,LISTA
14110,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",TROQUELADO,LISTA
14111,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",ENCOLADO,LISTA
14111,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",MULTIPLE,LISTA
14111,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",OTRO,LISTA
14112,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14112,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",ENCOLADO,LISTA
14112,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",MULTIPLE,LISTA
14112,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14112,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14113,CAJ045003900470C20,"CAJA 450*390*470 C20 NO",PLIZADO,LISTA
14113,CAJ045003900470C20,"CAJA 450*390*470 C20 NO",CALADO,LISTA
14113,CAJ045003900470C20,"CAJA 450*390*470 C20 NO",PEGADO,LISTA
14113,CAJ045003900470C20,"CAJA 450*390*470 C20 NO",TROZADO,LISTA
14113,CAJ045003900470C20,"CAJA 450*390*470 C20 NO",OTRO,LISTA
14113,CAJ188005000840D94,"CAJA 1880*500*840 D94 NO",CALADO,LISTA
14113,CAJ188005000840D94,"CAJA 1880*500*840 D94 NO",PEGADO,LISTA
14113,CAJ188005000840D94,"CAJA 1880*500*840 D94 NO",TROZADO,LISTA
14113,CAJ188005000840D94,"CAJA 1880*500*840 D94 NO",OTRO,LISTA
14113,CAJ188005000840D94,"CAJA 1880*500*840 D94 NO",PLIZADO,LISTA
14113,CUB06300760006012C,"CUBIERTA 630*760*60 12C C1",EMPLACADO,LISTA
14113,CUB06300760006012C,"CUBIERTA 630*760*60 12C C1",TROZADO,LISTA
14113,CUB06300760006012C,"CUBIERTA 630*760*60 12C C1",OTRO,LISTA
14113,CUB06300760006012C,"CUBIERTA 630*760*60 12C C1",OTRO,LISTA
14113,CUB08300490003012C,"CUBIERTA 830*490*30 12C C1",EMPLACADO,LISTA
14113,CUB08300490003012C,"CUBIERTA 830*490*30 12C C1",TROZADO,LISTA
14113,CUB08300490003012C,"CUBIERTA 830*490*30 12C C1",OTRO,LISTA
14113,CUB08300490003012C,"CUBIERTA 830*490*30 12C C1",OTRO,LISTA
14113,CUB09000760006009B,"CUBIERTA 900*760*60 12C C1",EMPLACADO,LISTA
14113,CUB09000760006009B,"CUBIERTA 900*760*60 12C C1",TROZADO,LISTA
14113,CUB09000760006009B,"CUBIERTA 900*760*60 12C C1",OTRO,LISTA
14113,CUB09000760006009B,"CUBIERTA 900*760*60 12C C1",OTRO,LISTA
14113,CUB18200760003012C,"CUBIERTA 1820*760*30 12C C1",EMPLACADO,LISTA
14113,CUB18200760003012C,"CUBIERTA 1820*760*30 12C C1",TROZADO,LISTA
14113,CUB18200760003012C,"CUBIERTA 1820*760*30 12C C1",OTRO,LISTA
14113,CUB18200760003012C,"CUBIERTA 1820*760*30 12C C1",OTRO,LISTA
14113,CUB18300490003012C,"CUBIERTA 1830*490*30 12C C1",EMPLACADO,LISTA
14113,CUB18300490003012C,"CUBIERTA 1830*490*30 12C C1",TROZADO,LISTA
14113,CUB18300490003012C,"CUBIERTA 1830*490*30 12C C1",OTRO,LISTA
14113,CUB18300490003012C,"CUBIERTA 1830*490*30 12C C1",OTRO,LISTA
14113,SEP083004900007D94,"SEPARADOR 830*490 D94 SEP",TROZADO,LISTA
14113,SEP083004900007D94,"SEPARADOR 830*490 D94 SEP",OTRO,LISTA
14113,SEP083004900007D94,"SEPARADOR 830*490 D94 SEP",OTRO,LISTA
14113,SEP113003950003C20,"SEPARADOR 1130*395 C20 SEP 3 PLIZ",TROZADO,LISTA
14113,SEP113003950003C20,"SEPARADOR 1130*395 C20 SEP 3 PLIZ",OTRO,LISTA
14113,SEP113003950003C20,"SEPARADOR 1130*395 C20 SEP 3 PLIZ",OTRO,LISTA
14113,SEP189003950003C20,"SEPARADOR 1890*395 C20 SEP 3 PLIZ",TROZADO,LISTA
14113,SEP189003950003C20,"SEPARADOR 1890*395 C20 SEP 3 PLIZ",OTRO,LISTA
14113,SEP189003950003C20,"SEPARADOR 1890*395 C20 SEP 3 PLIZ",OTRO,LISTA
14114,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",MULTIPLE,LISTA
14114,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",OTRO,LISTA
14114,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",ENCOLADO,LISTA
14114,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",OTRO,LISTA
14114,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",ENCOLADO,LISTA
14114,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",MULTIPLE,LISTA
14115,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",OTRO,LISTA
14115,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",ENCOLADO,LISTA
14115,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",MULTIPLE,LISTA
14116,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",ENCOLADO,LISTA
14116,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",MULTIPLE,LISTA
14116,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",OTRO,LISTA
14117,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",ENCOLADO,LISTA
14117,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",MULTIPLE,LISTA
14117,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",OTRO,LISTA
14118,REL1100003539.510E,"RELLENO 110C35 39.5 10E CELDA 186",MULTIPLE,LISTA
14118,REL1100003539.510E,"RELLENO 110C35 39.5 10E CELDA 186",ENCOLADO,LISTA
14118,REL1100003539.510E,"RELLENO 110C35 39.5 10E CELDA 186",OTRO,LISTA
14119,REL1200002532.509B,"RELLENO 120C25 32.5 09B CELDA 274",ENCOLADO,LISTA
14119,REL1200002532.509B,"RELLENO 120C25 32.5 09B CELDA 274",MULTIPLE,LISTA
14119,REL1200002532.509B,"RELLENO 120C25 32.5 09B CELDA 274",OTRO,LISTA
14119,REL1200002537.509B,"RELLENO 120C25 37.5 09B CELDA 274.",OTRO,LISTA
14119,REL1200002537.509B,"RELLENO 120C25 37.5 09B CELDA 274.",ENCOLADO,LISTA
14119,REL1200002537.509B,"RELLENO 120C25 37.5 09B CELDA 274.",MULTIPLE,LISTA
14119,REL1200002537.509B,"RELLENO 120C25 37.5 09B CELDA 274.",OTRO,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",TROZADO,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",EMPLACADO,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",PEGADO,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",IMPRESION,LISTA
14120,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",OTRO,LISTA
14120,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",TROZADO,LISTA
14120,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",OTRO,LISTA
14120,TRO141513150120C30,"FONDO 445*445*120 C30 TRO OCTO1000",TROQUELADO,LISTA
14121,EMP094009401001D92,"BIN 940*940*1000 D92 B2",EMPLACADO,LISTA
14121,EMP094009401001D92,"BIN 940*940*1000 D92 B2",TROZADO,LISTA
14121,EMP094009401001D92,"BIN 940*940*1000 D92 B2",OTRO,LISTA
14121,EMP094009401001D92,"BIN 940*940*1000 D92 B2",OTRO,LISTA
14121,EMP094009401001D92,"BIN 940*940*1000 D92 B2",PEGADO,LISTA
14121,EMP094009401001D92,"BIN 940*940*1000 D92 B2",OTRO,LISTA
14121,TRO140012000101C20,"TAPA 985*985*100 C20 AA TRO",TROZADO,LISTA
14121,TRO140012000101C20,"TAPA 985*985*100 C20 AA TRO",TROQUELADO,LISTA
14121,TRO140012000101C20,"TAPA 985*985*100 C20 AA TRO",OTRO,LISTA
14122,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",OTRO,LISTA
14122,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",ENCOLADO,LISTA
14122,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",MULTIPLE,LISTA
14123,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",OTRO,PENDIENTE
14123,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",ENCOLADO,PENDIENTE
14123,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",MULTIPLE,PENDIENTE
14124,CAJ055003250150C20,"CAJA 550*325*150 C20 NO",PLIZADO,LISTA
14124,CAJ055003250150C20,"CAJA 550*325*150 C20 NO",CALADO,LISTA
14124,CAJ055003250150C20,"CAJA 550*325*150 C20 NO",PEGADO,LISTA
14124,CAJ055003250150C20,"CAJA 550*325*150 C20 NO",OTRO,LISTA
14124,CAJ055003250150C20,"CAJA 550*325*150 C20 NO",IMPRESION,LISTA
14125,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",MULTIPLE,LISTA
14125,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",OTRO,LISTA
14125,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",ENCOLADO,LISTA
14126,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",PLIZADO,LISTA
14126,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",CALADO,LISTA
14126,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",TROZADO,LISTA
14126,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",OTRO,LISTA
14127,CAJ076005700600D94,"CAJA 760*570*600 D94 FN",PLIZADO,LISTA
14127,CAJ076005700600D94,"CAJA 760*570*600 D94 FN",CALADO,LISTA
14127,CAJ076005700600D94,"CAJA 760*570*600 D94 FN",PEGADO,LISTA
14127,CAJ076005700600D94,"CAJA 760*570*600 D94 FN",TROZADO,LISTA
14127,CAJ076005700600D94,"CAJA 760*570*600 D94 FN",OTRO,LISTA
14127,CAJ076005700600D94,"CAJA 760*570*600 D94 FN",IMPRESION,LISTA
14127,CAJ078005900100C20,"TAPA 780*590*100 C20 AA",PLIZADO,LISTA
14127,CAJ078005900100C20,"TAPA 780*590*100 C20 AA",CALADO,LISTA
14127,CAJ078005900100C20,"TAPA 780*590*100 C20 AA",TROZADO,LISTA
14127,CAJ078005900100C20,"TAPA 780*590*100 C20 AA",OTRO,LISTA
14128,CAJ023002300235D92,"CAJA 230*230*235 D92 NO",PLIZADO,LISTA
14128,CAJ023002300235D92,"CAJA 230*230*235 D92 NO",PEGADO,LISTA
14128,CAJ023002300235D92,"CAJA 230*230*235 D92 NO",TROZADO,LISTA
14128,CAJ023002300235D92,"CAJA 230*230*235 D92 NO",OTRO,LISTA
14128,CAJ023002300235D92,"CAJA 230*230*235 D92 NO",OTRO,LISTA
14129,REL0950002137.509B,"RELLENO 95C21 37.5 09B CELDA 287",ENCOLADO,LISTA
14129,REL0950002137.509B,"RELLENO 95C21 37.5 09B CELDA 287",MULTIPLE,LISTA
14129,REL0950002137.509B,"RELLENO 95C21 37.5 09B CELDA 287",OTRO,LISTA
14130,CAJ118009700120C20,"TAPA 1180*970*120 C20 FO",PLIZADO,LISTA
14130,CAJ118009700120C20,"TAPA 1180*970*120 C20 FO",CALADO,LISTA
14130,CAJ118009700120C20,"TAPA 1180*970*120 C20 FO",TROZADO,LISTA
14130,CAJ118009700120C20,"TAPA 1180*970*120 C20 FO",OTRO,LISTA
14131,REL0950002137.709B,"RELLENO 95C21 37.7 09B CELDA 287",OTRO,LISTA
14131,REL0950002137.709B,"RELLENO 95C21 37.7 09B CELDA 287",ENCOLADO,LISTA
14131,REL0950002137.709B,"RELLENO 95C21 37.7 09B CELDA 287",MULTIPLE,LISTA
14131,REL0950002137.709B,"RELLENO 95C21 37.7 09B CELDA 287",OTRO,LISTA
14131,REL1100002137.709B,"RELLENO 110C21 37.7 09B CELDA 291",ENCOLADO,LISTA
14131,REL1100002137.709B,"RELLENO 110C21 37.7 09B CELDA 291",MULTIPLE,LISTA
14131,REL1100002137.709B,"RELLENO 110C21 37.7 09B CELDA 291",OTRO,LISTA
14132,CAJ039503600325D92,"CAJA 395*360*325 D92 NO.",PLIZADO,LISTA
14132,CAJ039503600325D92,"CAJA 395*360*325 D92 NO.",CALADO,LISTA
14132,CAJ039503600325D92,"CAJA 395*360*325 D92 NO.",PEGADO,LISTA
14132,CAJ039503600325D92,"CAJA 395*360*325 D92 NO.",TROZADO,LISTA
14132,CAJ039503600325D92,"CAJA 395*360*325 D92 NO.",OTRO,LISTA
14132,CAJ039503600325D92,"CAJA 395*360*325 D92 NO.",IMPRESION,LISTA
14133,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",ENCOLADO,LISTA
14133,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",MULTIPLE,LISTA
14133,REL1100002132.509B,"RELLENO 110C21 32.5 09B CELDA 291",OTRO,LISTA
14133,REL1100002138.509B,"RELLENO 110C21 38.5 09B CELDA 291",OTRO,LISTA
14133,REL1100002138.509B,"RELLENO 110C21 38.5 09B CELDA 291",ENCOLADO,LISTA
14133,REL1100002138.509B,"RELLENO 110C21 38.5 09B CELDA 291",MULTIPLE,LISTA
14133,REL1100002138.509B,"RELLENO 110C21 38.5 09B CELDA 291",OTRO,LISTA
14134,CAJ195005000720C20,"CAJA 1950*500*720 C20 TR.",CALADO,LISTA
14134,CAJ195005000720C20,"CAJA 1950*500*720 C20 TR.",PEGADO,LISTA
14134,CAJ195005000720C20,"CAJA 1950*500*720 C20 TR.",TROZADO,LISTA
14134,CAJ195005000720C20,"CAJA 1950*500*720 C20 TR.",OTRO,LISTA
14134,CAJ195005000720C20,"CAJA 1950*500*720 C20 TR.",PLIZADO,LISTA
14135,REL11000030002710E,"RELLENO 110C30 27.0 10E CELDA 239",OTRO,LISTA
14135,REL11000030002710E,"RELLENO 110C30 27.0 10E CELDA 239",MULTIPLE,LISTA
14135,REL11000030002710E,"RELLENO 110C30 27.0 10E CELDA 239",ENCOLADO,LISTA
14135,REL11000030002710E,"RELLENO 110C30 27.0 10E CELDA 239",OTRO,LISTA
14135,REL11000030003410E,"RELLENO 110C30 34.0 10E CELDA 239",OTRO,LISTA
14135,REL11000030003410E,"RELLENO 110C30 34.0 10E CELDA 239",MULTIPLE,LISTA
14135,REL11000030003410E,"RELLENO 110C30 34.0 10E CELDA 239",ENCOLADO,LISTA
14135,REL11000030003410E,"RELLENO 110C30 34.0 10E CELDA 239",OTRO,LISTA
14135,REL11000030003710E,"RELLENO 110C30 37.0 10E CELDA 239",OTRO,LISTA
14135,REL11000030003710E,"RELLENO 110C30 37.0 10E CELDA 239",MULTIPLE,LISTA
14135,REL11000030003710E,"RELLENO 110C30 37.0 10E CELDA 239",ENCOLADO,LISTA
14136,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",OTRO,LISTA
14136,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",ENCOLADO,LISTA
14136,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",MULTIPLE,LISTA
14137,TRO187607880003C20,"CAJA 685*233/553 C20 NO TROQUELADA",PEGADO,LISTA
14137,TRO187607880003C20,"CAJA 685*233/553 C20 NO TROQUELADA",TROZADO,LISTA
14137,TRO187607880003C20,"CAJA 685*233/553 C20 NO TROQUELADA",OTRO,LISTA
14137,TRO187607880003C20,"CAJA 685*233/553 C20 NO TROQUELADA",IMPRESION,LISTA
14137,TRO187607880003C20,"CAJA 685*233/553 C20 NO TROQUELADA",TROQUELADO,LISTA
14137,TRO187607880003C20,"CAJA 685*233/553 C20 NO TROQUELADA",OTRO,LISTA
14138,EMP032001600030D92,"PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO",TROZADO,LISTA
14138,EMP032001600030D92,"PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO",OTRO,LISTA
14138,EMP032001600030D92,"PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO",OTRO,LISTA
14138,EMP032001600030D92,"PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO",TROQUELADO,LISTA
14138,EMP032001600030D92,"PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO",OTRO,LISTA
14138,EMP032001600030D92,"PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO",EMPLACADO,LISTA
14138,EMP046003750040D92,"PROTECTOR 460*375*40 D92 E6 TRO.",TROZADO,LISTA
14138,EMP046003750040D92,"PROTECTOR 460*375*40 D92 E6 TRO.",OTRO,LISTA
14138,EMP046003750040D92,"PROTECTOR 460*375*40 D92 E6 TRO.",OTRO,LISTA
14138,EMP046003750040D92,"PROTECTOR 460*375*40 D92 E6 TRO.",TROQUELADO,LISTA
14138,EMP046003750040D92,"PROTECTOR 460*375*40 D92 E6 TRO.",OTRO,LISTA
14138,EMP046003750040D92,"PROTECTOR 460*375*40 D92 E6 TRO.",EMPLACADO,LISTA
14138,TRO112009300004C20,"CAJA 500*390*100 C20 TRO COFRE.",TROZADO,LISTA
14138,TRO112009300004C20,"CAJA 500*390*100 C20 TRO COFRE.",IMPRESION,LISTA
14138,TRO112009300004C20,"CAJA 500*390*100 C20 TRO COFRE.",OTRO,LISTA
14138,TRO112009300004C20,"CAJA 500*390*100 C20 TRO COFRE.",OTRO,LISTA
14138,TRO112009300004C20,"CAJA 500*390*100 C20 TRO COFRE.",TROQUELADO,LISTA
14138,TRO112009300004C20,"CAJA 500*390*100 C20 TRO COFRE.",OTRO,LISTA
14139,CAJ192002901250D92,"CAJA 1920*290*1250 D92 TR.",CALADO,LISTA
14139,CAJ192002901250D92,"CAJA 1920*290*1250 D92 TR.",PEGADO,LISTA
14139,CAJ192002901250D92,"CAJA 1920*290*1250 D92 TR.",TROZADO,LISTA
14139,CAJ192002901250D92,"CAJA 1920*290*1250 D92 TR.",OTRO,LISTA
14139,CAJ192002901250D92,"CAJA 1920*290*1250 D92 TR.",PLIZADO,LISTA
14140,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14140,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",ENCOLADO,LISTA
14140,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",MULTIPLE,LISTA
14140,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14140,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14140,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",OTRO,LISTA
14140,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",ENCOLADO,LISTA
14140,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",MULTIPLE,LISTA
14141,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14141,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",ENCOLADO,LISTA
14141,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",MULTIPLE,LISTA
14141,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14141,REL1100002532.509B,"RELLENO 110C25 32.5 09B CELDA 249",OTRO,LISTA
14141,REL1100002536.509B,"RELLENO 110C25 36.5 09B CELDA 249",OTRO,LISTA
14141,REL1100002536.509B,"RELLENO 110C25 36.5 09B CELDA 249",ENCOLADO,LISTA
14141,REL1100002536.509B,"RELLENO 110C25 36.5 09B CELDA 249",MULTIPLE,LISTA
14141,REL1100002536.509B,"RELLENO 110C25 36.5 09B CELDA 249",OTRO,LISTA
14141,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",OTRO,LISTA
14141,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",ENCOLADO,LISTA
14141,REL1100002537.509B,"RELLENO 110C25 37.5 09B CELDA 249",MULTIPLE,LISTA
14142,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",MULTIPLE,LISTA
14142,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",OTRO,LISTA
14142,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",ENCOLADO,LISTA
14142,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",MULTIPLE,LISTA
14142,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",OTRO,LISTA
14142,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",ENCOLADO,LISTA
14143,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",MULTIPLE,LISTA
14143,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",OTRO,LISTA
14143,REL0950001837.509B,"RELLENO 95C18 37,5 09B CELDA 287.",ENCOLADO,LISTA
14143,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",MULTIPLE,LISTA
14143,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",OTRO,LISTA
14143,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",ENCOLADO,LISTA
14143,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",MULTIPLE,LISTA
14143,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",OTRO,LISTA
14143,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",ENCOLADO,LISTA
14144,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",MULTIPLE,LISTA
14144,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",OTRO,LISTA
14144,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",ENCOLADO,LISTA
14145,REL0390000629.509B,"RELLENO BASTON 39 C6 39.5 09B SOLIDO",MULTIPLE,LISTA
14145,REL0390000629.509B,"RELLENO BASTON 39 C6 39.5 09B SOLIDO",TROZADO,LISTA
14145,REL0390000629.509B,"RELLENO BASTON 39 C6 39.5 09B SOLIDO",OTRO,LISTA
14145,REL0390000629.509B,"RELLENO BASTON 39 C6 39.5 09B SOLIDO",ENCOLADO,LISTA
14145,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",MULTIPLE,LISTA
14145,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",OTRO,LISTA
14145,REL0950001839.509B,"RELLENO 95C18 39.5 09B CELDA 287",ENCOLADO,LISTA
14145,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",MULTIPLE,LISTA
14145,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",OTRO,LISTA
14145,REL1100001839.509B,"RELLENO 110C18 39.5 09B CELDA 337",ENCOLADO,LISTA
14145,REL1100002538.509B,"RELLENO 110C25 38.5 09B CELDA 249",OTRO,LISTA
14145,REL1100002538.509B,"RELLENO 110C25 38.5 09B CELDA 249",ENCOLADO,LISTA
14145,REL1100002538.509B,"RELLENO 110C25 38.5 09B CELDA 249",MULTIPLE,LISTA
14145,REL1100002538.509B,"RELLENO 110C25 38.5 09B CELDA 249",OTRO,LISTA
14145,REL1100002538.509B,"RELLENO 110C25 38.5 09B CELDA 249",OTRO,LISTA
14146,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",PLIZADO,LISTA
14146,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",CALADO,LISTA
14146,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",TROZADO,LISTA
14146,CAJ209508950175C20,"TAPA 2095*895*175 C20 FO",OTRO,LISTA
14148,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",ENCOLADO,LISTA
14148,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",MULTIPLE,LISTA
14148,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",OTRO,LISTA
14149,CAJ102406420225C20,"TAPA 1024*642*225 C20 FO",PLIZADO,LISTA
14149,CAJ102406420225C20,"TAPA 1024*642*225 C20 FO",CALADO,LISTA
14149,CAJ102406420225C20,"TAPA 1024*642*225 C20 FO",TROZADO,LISTA
14149,CAJ102406420225C20,"TAPA 1024*642*225 C20 FO",OTRO,LISTA
14149,CAJ118506420200C20,"TAPA EMBALAJE 1185*642*200 C20",PLIZADO,LISTA
14149,CAJ118506420200C20,"TAPA EMBALAJE 1185*642*200 C20",CALADO,LISTA
14149,CAJ118506420200C20,"TAPA EMBALAJE 1185*642*200 C20",OTRO,LISTA
14150,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",ENCOLADO,LISTA
14150,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",MULTIPLE,LISTA
14150,REL0950002139.709B,"RELLENO 95C21 39.7 09B CELDA 287",OTRO,LISTA
14151,EMP093009301025D99,"BIN 465*465*465*1025 D99 O3 OCTO1000.",TROZADO,LISTA
